flight_number,date,STD,ATD,destination,aircraft,airline,airline_code,STD_minutes,ATD_minutes,departure_delay,scheduled_hour,day_of_week,is_weekend,delay_category,is_peak_hour,route_type
6E8732,2025-08-23,11:00,11:23,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",660,683,23,11,5,True,Minor Delay,False,Domestic
6E7981,2025-08-23,14:15,14:29,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",855,869,14,14,5,True,On Time,False,Domestic
6E2063,2025-08-23,22:00,22:06,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1320,1326,6,22,5,True,On Time,False,Domestic
AI8829,2025-08-23,16:00,16:00,Ahmedabad (AMD),B777,Air India,"('AI', 'Air India', 0.3)",960,960,0,16,5,True,Early,False,Domestic
AI6839,2025-08-23,10:15,10:26,Pune (PNQ),B737,Air India,"('AI', 'Air India', 0.3)",615,626,11,10,5,True,On Time,False,Domestic
SG3374,2025-08-23,20:45,21:15,London (LHR),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",1245,1275,30,20,5,True,Minor Delay,True,International
SG6664,2025-08-23,20:30,20:41,Ahmedabad (AMD),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",1230,1241,11,20,5,True,On Time,True,Domestic
6E7158,2025-08-23,12:15,12:36,Jaipur (JAI),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",735,756,21,12,5,True,Minor Delay,False,Domestic
6E7372,2025-08-23,11:45,12:07,Kolkata (CCU),B737,IndiGo,"('6E', 'IndiGo', 0.4)",705,727,22,11,5,True,Minor Delay,False,Domestic
AI8416,2025-08-23,08:30,08:32,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",510,512,2,8,5,True,On Time,True,Domestic
AI4981,2025-08-23,12:00,12:16,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",720,736,16,12,5,True,Minor Delay,False,Domestic
6E3198,2025-08-23,15:30,15:53,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",930,953,23,15,5,True,Minor Delay,False,Domestic
AI8071,2025-08-23,10:30,10:39,Hyderabad (HYD),ATR72,Air India,"('AI', 'Air India', 0.3)",630,639,9,10,5,True,On Time,False,Domestic
SG9601,2025-08-23,11:15,11:16,Bengaluru (BLR),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",675,676,1,11,5,True,On Time,False,Domestic
AI9527,2025-08-23,05:15,05:39,Delhi (DEL),B787,Air India,"('AI', 'Air India', 0.3)",315,339,24,5,5,True,Minor Delay,False,Domestic
IX1689,2025-08-23,12:15,12:34,Cochin (COK),A321,Air India Express,"('IX', 'Air India Express', 0.05)",735,754,19,12,5,True,Minor Delay,False,Domestic
AI4455,2025-08-23,14:15,14:24,Ahmedabad (AMD),A350,Air India,"('AI', 'Air India', 0.3)",855,864,9,14,5,True,On Time,False,Domestic
AI6555,2025-08-23,05:00,05:03,London (LHR),A320,Air India,"('AI', 'Air India', 0.3)",300,303,3,5,5,True,On Time,False,International
6E7434,2025-08-23,05:15,05:39,Ahmedabad (AMD),A350,IndiGo,"('6E', 'IndiGo', 0.4)",315,339,24,5,5,True,Minor Delay,False,Domestic
6E7598,2025-08-23,23:30,23:30,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1410,1410,0,23,5,True,Early,False,Domestic
6E4091,2025-08-23,15:45,15:55,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",945,955,10,15,5,True,On Time,False,Domestic
AI1231,2025-08-23,09:30,09:30,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",570,570,0,9,5,True,Early,True,Domestic
AI2794,2025-08-23,12:45,12:58,Kolkata (CCU),A321,Air India,"('AI', 'Air India', 0.3)",765,778,13,12,5,True,On Time,False,Domestic
SG4736,2025-08-23,21:30,21:41,Delhi (DEL),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1290,1301,11,21,5,True,On Time,False,Domestic
UK1895,2025-08-23,21:45,21:55,Goa (GOI),B737,Vistara,"('UK', 'Vistara', 0.1)",1305,1315,10,21,5,True,On Time,False,Domestic
6E2840,2025-08-23,11:45,12:06,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",705,726,21,11,5,True,Minor Delay,False,Domestic
SG8331,2025-08-23,17:15,17:59,Kolkata (CCU),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",1035,1079,44,17,5,True,Major Delay,True,Domestic
6E3730,2025-08-23,08:15,08:27,Bengaluru (BLR),B777,IndiGo,"('6E', 'IndiGo', 0.4)",495,507,12,8,5,True,On Time,True,Domestic
6E5507,2025-08-23,15:00,15:23,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",900,923,23,15,5,True,Minor Delay,False,Domestic
SG8165,2025-08-23,05:30,05:30,Goa (GOI),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",330,330,0,5,5,True,Early,False,Domestic
6E6825,2025-08-23,09:00,09:54,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",540,594,54,9,5,True,Major Delay,True,Domestic
6E5775,2025-08-23,19:00,19:10,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1140,1150,10,19,5,True,On Time,True,Domestic
QP6442,2025-08-23,13:00,13:14,Delhi (DEL),A321,Akasa Air,"('QP', 'Akasa Air', 0.03)",780,794,14,13,5,True,On Time,False,Domestic
6E9366,2025-08-23,06:15,06:39,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",375,399,24,6,5,True,Minor Delay,True,Domestic
AI7992,2025-08-23,11:45,11:58,Ahmedabad (AMD),B787,Air India,"('AI', 'Air India', 0.3)",705,718,13,11,5,True,On Time,False,Domestic
AI6893,2025-08-23,13:15,13:15,Bengaluru (BLR),B787,Air India,"('AI', 'Air India', 0.3)",795,795,0,13,5,True,Early,False,Domestic
UK6161,2025-08-23,07:15,07:20,Goa (GOI),ATR72,Vistara,"('UK', 'Vistara', 0.1)",435,440,5,7,5,True,On Time,True,Domestic
6E8935,2025-08-23,21:00,21:12,Pune (PNQ),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1272,12,21,5,True,On Time,False,Domestic
AI3969,2025-08-23,14:15,14:15,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",855,855,0,14,5,True,Early,False,Domestic
AI4354,2025-08-23,14:15,14:22,Delhi (DEL),A320,Air India,"('AI', 'Air India', 0.3)",855,862,7,14,5,True,On Time,False,Domestic
AI8355,2025-08-23,18:30,19:12,Chennai (MAA),ATR72,Air India,"('AI', 'Air India', 0.3)",1110,1152,42,18,5,True,Major Delay,True,Domestic
UK3054,2025-08-23,10:00,10:12,Delhi (DEL),B738,Vistara,"('UK', 'Vistara', 0.1)",600,612,12,10,5,True,On Time,False,Domestic
AI9095,2025-08-23,14:15,14:26,Chennai (MAA),A321,Air India,"('AI', 'Air India', 0.3)",855,866,11,14,5,True,On Time,False,Domestic
6E2037,2025-08-23,08:45,09:35,Kolkata (CCU),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",525,575,50,8,5,True,Major Delay,True,Domestic
6E3260,2025-08-23,08:00,08:14,Pune (PNQ),A320,IndiGo,"('6E', 'IndiGo', 0.4)",480,494,14,8,5,True,On Time,True,Domestic
6E3421,2025-08-23,06:45,07:06,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",405,426,21,6,5,True,Minor Delay,True,Domestic
SG2149,2025-08-23,15:30,15:51,Delhi (DEL),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",930,951,21,15,5,True,Minor Delay,False,Domestic
6E9232,2025-08-23,13:45,13:56,Cochin (COK),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",825,836,11,13,5,True,On Time,False,Domestic
6E4412,2025-08-23,05:15,05:36,Kolkata (CCU),A321,IndiGo,"('6E', 'IndiGo', 0.4)",315,336,21,5,5,True,Minor Delay,False,Domestic
AI7858,2025-08-23,22:45,23:10,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",1365,1390,25,22,5,True,Minor Delay,False,Domestic
AI1129,2025-08-23,05:00,05:21,Bengaluru (BLR),B738,Air India,"('AI', 'Air India', 0.3)",300,321,21,5,5,True,Minor Delay,False,Domestic
UK8443,2025-08-23,23:45,23:48,Hyderabad (HYD),B738,Vistara,"('UK', 'Vistara', 0.1)",1425,1428,3,23,5,True,On Time,False,Domestic
UK4681,2025-08-23,14:15,14:41,Bengaluru (BLR),B738,Vistara,"('UK', 'Vistara', 0.1)",855,881,26,14,5,True,Minor Delay,False,Domestic
AI7199,2025-08-23,10:15,10:38,Hyderabad (HYD),A321,Air India,"('AI', 'Air India', 0.3)",615,638,23,10,5,True,Minor Delay,False,Domestic
AI1354,2025-08-23,17:30,17:49,Chennai (MAA),B777,Air India,"('AI', 'Air India', 0.3)",1050,1069,19,17,5,True,Minor Delay,True,Domestic
6E6837,2025-08-23,14:45,14:45,Cochin (COK),B737,IndiGo,"('6E', 'IndiGo', 0.4)",885,885,0,14,5,True,Early,False,Domestic
6E4817,2025-08-23,20:30,21:24,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1230,1284,54,20,5,True,Major Delay,True,Domestic
SG3557,2025-08-23,07:30,08:23,Bengaluru (BLR),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",450,503,53,7,5,True,Major Delay,True,Domestic
AI1602,2025-08-23,18:45,19:16,Chennai (MAA),A321,Air India,"('AI', 'Air India', 0.3)",1125,1156,31,18,5,True,Major Delay,True,Domestic
AI8078,2025-08-23,09:45,10:13,Jaipur (JAI),ATR72,Air India,"('AI', 'Air India', 0.3)",585,613,28,9,5,True,Minor Delay,True,Domestic
6E6961,2025-08-23,08:45,09:11,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",525,551,26,8,5,True,Minor Delay,True,Domestic
UK9705,2025-08-23,08:30,09:20,Hyderabad (HYD),A350,Vistara,"('UK', 'Vistara', 0.1)",510,560,50,8,5,True,Major Delay,True,Domestic
6E4534,2025-08-23,23:15,23:23,Cochin (COK),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1403,8,23,5,True,On Time,False,Domestic
SG3658,2025-08-23,07:30,08:16,Goa (GOI),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",450,496,46,7,5,True,Major Delay,True,Domestic
6E8254,2025-08-23,09:00,09:16,Bangkok (BKK),A350,IndiGo,"('6E', 'IndiGo', 0.4)",540,556,16,9,5,True,Minor Delay,True,International
AI4358,2025-08-23,11:45,12:09,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",705,729,24,11,5,True,Minor Delay,False,Domestic
SG4087,2025-08-23,18:00,18:37,Ahmedabad (AMD),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",1080,1117,37,18,5,True,Major Delay,True,Domestic
6E4157,2025-08-23,19:45,20:07,Ahmedabad (AMD),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1185,1207,22,19,5,True,Minor Delay,True,Domestic
6E1982,2025-08-23,15:30,15:33,Chennai (MAA),B738,IndiGo,"('6E', 'IndiGo', 0.4)",930,933,3,15,5,True,On Time,False,Domestic
AI2405,2025-08-23,16:45,16:49,Dubai (DXB),ATR72,Air India,"('AI', 'Air India', 0.3)",1005,1009,4,16,5,True,On Time,False,International
6E3214,2025-08-23,10:00,10:00,Goa (GOI),A350,IndiGo,"('6E', 'IndiGo', 0.4)",600,600,0,10,5,True,Early,False,Domestic
6E5019,2025-08-23,17:30,18:02,Pune (PNQ),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1050,1082,32,17,5,True,Major Delay,True,Domestic
SG5175,2025-08-23,17:45,17:45,Delhi (DEL),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",1065,1065,0,17,5,True,Early,True,Domestic
6E9809,2025-08-23,23:45,23:48,Bangkok (BKK),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1425,1428,3,23,5,True,On Time,False,International
SG9606,2025-08-23,16:45,16:50,Hyderabad (HYD),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1005,1010,5,16,5,True,On Time,False,Domestic
SG6971,2025-08-23,21:45,21:57,Bengaluru (BLR),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",1305,1317,12,21,5,True,On Time,False,Domestic
6E9226,2025-08-23,23:15,23:22,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1402,7,23,5,True,On Time,False,Domestic
AI7396,2025-08-23,18:30,19:05,Delhi (DEL),A320,Air India,"('AI', 'Air India', 0.3)",1110,1145,35,18,5,True,Major Delay,True,Domestic
6E6864,2025-08-23,09:00,09:36,Goa (GOI),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",540,576,36,9,5,True,Major Delay,True,Domestic
6E3443,2025-08-23,16:30,16:34,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",990,994,4,16,5,True,On Time,False,Domestic
AI1138,2025-08-23,20:15,20:20,Chennai (MAA),A320,Air India,"('AI', 'Air India', 0.3)",1215,1220,5,20,5,True,On Time,True,Domestic
6E2509,2025-08-23,21:45,22:10,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1305,1330,25,21,5,True,Minor Delay,False,Domestic
UK9181,2025-08-23,17:30,17:30,Kolkata (CCU),B738,Vistara,"('UK', 'Vistara', 0.1)",1050,1050,0,17,5,True,Early,True,Domestic
SG3459,2025-08-23,19:45,20:19,Kolkata (CCU),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1185,1219,34,19,5,True,Major Delay,True,Domestic
6E2467,2025-08-23,21:30,21:41,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1301,11,21,5,True,On Time,False,Domestic
6E3279,2025-08-23,23:15,23:30,Pune (PNQ),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1410,15,23,5,True,On Time,False,Domestic
6E5330,2025-08-23,09:30,09:56,Goa (GOI),B738,IndiGo,"('6E', 'IndiGo', 0.4)",570,596,26,9,5,True,Minor Delay,True,Domestic
6E7908,2025-08-23,22:00,22:23,Bengaluru (BLR),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1320,1343,23,22,5,True,Minor Delay,False,Domestic
AI8712,2025-08-23,05:45,06:04,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",345,364,19,5,5,True,Minor Delay,False,Domestic
AI6807,2025-08-23,12:30,12:30,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",750,750,0,12,5,True,Early,False,Domestic
SG5675,2025-08-23,19:00,19:34,Hyderabad (HYD),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1140,1174,34,19,5,True,Major Delay,True,Domestic
IX1137,2025-08-23,08:15,08:43,Bangkok (BKK),B738,Air India Express,"('IX', 'Air India Express', 0.05)",495,523,28,8,5,True,Minor Delay,True,International
AI1368,2025-08-23,21:00,21:04,London (LHR),B737,Air India,"('AI', 'Air India', 0.3)",1260,1264,4,21,5,True,On Time,False,International
6E8884,2025-08-23,13:30,13:41,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",810,821,11,13,5,True,On Time,False,Domestic
AI1618,2025-08-23,10:30,10:32,Bengaluru (BLR),B787,Air India,"('AI', 'Air India', 0.3)",630,632,2,10,5,True,On Time,False,Domestic
UK5205,2025-08-23,10:00,10:22,Bangkok (BKK),B787,Vistara,"('UK', 'Vistara', 0.1)",600,622,22,10,5,True,Minor Delay,False,International
6E1594,2025-08-23,19:00,19:17,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1140,1157,17,19,5,True,Minor Delay,True,Domestic
AI7264,2025-08-23,11:00,11:08,Ahmedabad (AMD),A321,Air India,"('AI', 'Air India', 0.3)",660,668,8,11,5,True,On Time,False,Domestic
AI8699,2025-08-23,09:30,10:07,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",570,607,37,9,5,True,Major Delay,True,Domestic
IX5544,2025-08-23,08:45,09:14,Delhi (DEL),ATR72,Air India Express,"('IX', 'Air India Express', 0.05)",525,554,29,8,5,True,Minor Delay,True,Domestic
IX3083,2025-08-23,06:00,06:43,Bengaluru (BLR),ATR72,Air India Express,"('IX', 'Air India Express', 0.05)",360,403,43,6,5,True,Major Delay,True,Domestic
UK3599,2025-08-23,07:30,07:50,Hyderabad (HYD),B737,Vistara,"('UK', 'Vistara', 0.1)",450,470,20,7,5,True,Minor Delay,True,Domestic
6E7706,2025-08-23,22:15,22:21,Kolkata (CCU),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1335,1341,6,22,5,True,On Time,False,Domestic
AI9828,2025-08-23,13:15,13:15,Delhi (DEL),A321,Air India,"('AI', 'Air India', 0.3)",795,795,0,13,5,True,Early,False,Domestic
UK3034,2025-08-23,06:45,07:43,Chennai (MAA),ATR72,Vistara,"('UK', 'Vistara', 0.1)",405,463,58,6,5,True,Major Delay,True,Domestic
AI7902,2025-08-23,09:15,09:34,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",555,574,19,9,5,True,Minor Delay,True,Domestic
UK1135,2025-08-23,11:45,11:45,Delhi (DEL),B738,Vistara,"('UK', 'Vistara', 0.1)",705,705,0,11,5,True,Early,False,Domestic
SG1468,2025-08-23,15:30,15:49,Chennai (MAA),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",930,949,19,15,5,True,Minor Delay,False,Domestic
6E9052,2025-08-23,14:45,15:06,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",885,906,21,14,5,True,Minor Delay,False,Domestic
6E7923,2025-08-23,09:30,10:27,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",570,627,57,9,5,True,Major Delay,True,Domestic
SG1431,2025-08-23,10:15,10:40,Singapore (SIN),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",615,640,25,10,5,True,Minor Delay,False,International
6E8887,2025-08-23,10:15,10:25,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",615,625,10,10,5,True,On Time,False,Domestic
6E1997,2025-08-23,23:00,23:21,Chennai (MAA),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1380,1401,21,23,5,True,Minor Delay,False,Domestic
6E4037,2025-08-23,15:30,15:40,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",930,940,10,15,5,True,On Time,False,Domestic
6E2874,2025-08-23,21:00,21:08,Kolkata (CCU),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1268,8,21,5,True,On Time,False,Domestic
SG9953,2025-08-23,21:45,21:48,Kolkata (CCU),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",1305,1308,3,21,5,True,On Time,False,Domestic
QP4648,2025-08-23,16:30,16:40,Delhi (DEL),B777,Akasa Air,"('QP', 'Akasa Air', 0.03)",990,1000,10,16,5,True,On Time,False,Domestic
6E3051,2025-08-23,21:30,21:48,Ahmedabad (AMD),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1308,18,21,5,True,Minor Delay,False,Domestic
UK5702,2025-08-23,22:30,22:40,Kolkata (CCU),A321,Vistara,"('UK', 'Vistara', 0.1)",1350,1360,10,22,5,True,On Time,False,Domestic
AI9634,2025-08-23,21:45,22:03,Delhi (DEL),A320,Air India,"('AI', 'Air India', 0.3)",1305,1323,18,21,5,True,Minor Delay,False,Domestic
AI2635,2025-08-23,19:30,19:51,Kolkata (CCU),A321,Air India,"('AI', 'Air India', 0.3)",1170,1191,21,19,5,True,Minor Delay,True,Domestic
AI3942,2025-08-23,10:30,10:42,Kolkata (CCU),ATR72,Air India,"('AI', 'Air India', 0.3)",630,642,12,10,5,True,On Time,False,Domestic
AI8521,2025-08-23,21:00,21:25,Chennai (MAA),A321,Air India,"('AI', 'Air India', 0.3)",1260,1285,25,21,5,True,Minor Delay,False,Domestic
AI5224,2025-08-23,22:30,22:32,Hyderabad (HYD),B777,Air India,"('AI', 'Air India', 0.3)",1350,1352,2,22,5,True,On Time,False,Domestic
6E3273,2025-08-23,10:30,10:43,Pune (PNQ),B777,IndiGo,"('6E', 'IndiGo', 0.4)",630,643,13,10,5,True,On Time,False,Domestic
6E5691,2025-08-23,21:30,21:30,Goa (GOI),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1290,0,21,5,True,Early,False,Domestic
6E9258,2025-08-23,23:30,23:40,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1410,1420,10,23,5,True,On Time,False,Domestic
6E5697,2025-08-23,12:15,12:39,Chennai (MAA),B777,IndiGo,"('6E', 'IndiGo', 0.4)",735,759,24,12,5,True,Minor Delay,False,Domestic
SG7274,2025-08-23,22:30,22:43,Delhi (DEL),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1350,1363,13,22,5,True,On Time,False,Domestic
IX4472,2025-08-23,14:45,15:04,Bengaluru (BLR),B738,Air India Express,"('IX', 'Air India Express', 0.05)",885,904,19,14,5,True,Minor Delay,False,Domestic
6E4141,2025-08-23,11:45,11:51,Chennai (MAA),B737,IndiGo,"('6E', 'IndiGo', 0.4)",705,711,6,11,5,True,On Time,False,Domestic
6E8024,2025-08-23,12:45,12:58,Jaipur (JAI),B787,IndiGo,"('6E', 'IndiGo', 0.4)",765,778,13,12,5,True,On Time,False,Domestic
AI8814,2025-08-23,06:30,06:52,Cochin (COK),B737,Air India,"('AI', 'Air India', 0.3)",390,412,22,6,5,True,Minor Delay,True,Domestic
AI5001,2025-08-23,05:15,05:37,Hyderabad (HYD),A320,Air India,"('AI', 'Air India', 0.3)",315,337,22,5,5,True,Minor Delay,False,Domestic
IX9536,2025-08-23,23:45,23:58,Hyderabad (HYD),B737,Air India Express,"('IX', 'Air India Express', 0.05)",1425,1438,13,23,5,True,On Time,False,Domestic
AI8704,2025-08-23,16:30,16:54,Cochin (COK),A350,Air India,"('AI', 'Air India', 0.3)",990,1014,24,16,5,True,Minor Delay,False,Domestic
SG5257,2025-08-23,14:00,14:14,Delhi (DEL),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",840,854,14,14,5,True,On Time,False,Domestic
UK6310,2025-08-23,05:00,05:07,Bengaluru (BLR),B737,Vistara,"('UK', 'Vistara', 0.1)",300,307,7,5,5,True,On Time,False,Domestic
AI7984,2025-08-23,21:15,21:16,Goa (GOI),A350,Air India,"('AI', 'Air India', 0.3)",1275,1276,1,21,5,True,On Time,False,Domestic
UK3140,2025-08-23,09:45,10:21,Hyderabad (HYD),A320,Vistara,"('UK', 'Vistara', 0.1)",585,621,36,9,5,True,Major Delay,True,Domestic
AI8161,2025-08-23,23:45,00:01,Delhi (DEL),B777,Air India,"('AI', 'Air India', 0.3)",1425,1,-1424,23,5,True,Early,False,Domestic
6E6844,2025-08-23,23:00,23:12,Chennai (MAA),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1380,1392,12,23,5,True,On Time,False,Domestic
6E9723,2025-08-23,11:45,11:45,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",705,705,0,11,5,True,Early,False,Domestic
SG4827,2025-08-23,08:00,08:20,Pune (PNQ),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",480,500,20,8,5,True,Minor Delay,True,Domestic
AI1073,2025-08-23,12:45,12:45,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",765,765,0,12,5,True,Early,False,Domestic
